Codigo,Nome,Ementa
ENM0145,METROLOGIA - 60h,"CONCEITOS FUNDAMENTAIS DE METROLOGIA/INSTRUMENTACAO TOLERANCIA E AJUSTES CONTROLE DIMENSIONAL TOLERANCIA GEOMETRICA INSTRUMENTOS DE CONTROLE GEOMETRICO RUGOSIDADE SUPERFICIAL ATIVIDADES PRATICAS PERTINENTES A CADA ITEM ANTERIOR. Objetivos da Disciplina: Aprendizado dos princípios básicos envolvidos na realização das medições, como o controle dimensional e geométrico, o princípio de funcionamento e a seleção dos instrumentos para a medição de distâncias, de ângulos e de irregularidades microgeométricas das superfícies das peças mecânicas."
ENM0146,TECNOLOGIA MECANICA 1 - 60h,"PROCESSOS DE FABRICACAO COM REMOCAO DE MATERIAL. FUNCIONAMENTIO E OPERACOES DAS MAQUINAS FERRAMENTAS. FATORES QUE AFETAM A VIDA DA FERRAMENTA, CONSUMO DE POTENCIA E ACABAMENTO SUPERFICIAL. ECONOMIA DA USINAGEM. USINAGEM POR ELETRO-EROSAO, POR PROCESSOS ELETRO-QUIMICA. LUBRIFICACAO E LUBRIFICANTES."
ENM0163,MECANICA GERAL - 90h,"01. INTRODUCAO: CONSIDERACOES SOBRE O DOMINIO DA MECANICA E A MODE-LAGEM DE UM SISTEMA MECANICO. 02. ESTATICA: CONCEITO DE EQUILIBRIO DE FORCAS E MOMENTO E DE DIA-GRAMA DE CORPO LIVRE. 03. FORCAS DE CAMPO, CENTROIDE, CENTRO DE GRAVIDADE E CENTRO DE MAS-SA. 04. ANALISE DE ESTRUTURA: TRELICAS E VIGAS. 05. FORCAS EM VIGAS E CABOS/DIAGRAMA DE ESFORCOS 06. METODO DOS TRABALHOS VIRTUAIS 07. CINEMATICA DAS PARTICULAS 08. CINETICA DAS PARTICULAS 09. CINETICA DOS SISTEMAS DE PARTICULAS 10. CINEMATICA DO CORPO RIGIDO 11. CINETICA DO CORPO RIGIDO"
ENM0164,MECANICA DOS MATERIAIS 1 - 60h,Introdução a elasticidade; Deformações; Forças de campo e de contato; Tensor tensão de Cauchy; Tensões principais; Torção de barras de seção circular; Flexão de vigas; Critérios de resistência para estados gerais de tensões; Aplicações experimentais e computacionais.
ENM0165,MECANICA DOS MATERIAIS 2 - 60h,Introdução a plasticidade; métodos de energia; concentração de tensões introdução a mecânica da fratura linear elástica; fadiga de materiais; flambagem; aplicações experimentais e computacionais.
ENM0174,SISTEMAS ENERGETICOS - 60h,"Introduzir para o aluno os conceitos básicos sobre energia, dentro de uma visão sistêmica e multidisciplinar. As tecnologias de energia serão abordadas considerando seus aspectos ambientais, econômicos sociológicos e políticos, além do tecnológico.Pretende-se passar ao aluno uma visão clara e abrangente do Setor Energia e de suas interfaces com a Engenharia Mecânica e demais áreas do conhecimento."
ENM0176,INTRODUÇÃO A ECOLOGIA INDUSTRIAL - 60h,
ENM0187,PROCESSO DE DESENVOLVIMENTO DE PRODUTO - 60h,"Introduzir conceitos básicos sobre gestão e desenvolvimento de produto e aplicá-los no desenvolvimento de um produto/protótipo a ser definido, que será projetado e fabricado através de técnicas associadas à prototipagem rápida, com o uso de impressora 3D e ambientes de prototipação baseados em softwares."
ENM0190,DESENHO MECÂNICO PARA ENGENHARIA - 60h,"Conceitos básicos do desenho técnico, entendido como meio de comunicação na cadeia produtiva da engenharia. Introdução às normas técnicas de representação gráfica e convenções para tornar a comunicação mais eficiente. Desenvolvimento do raciocínio espacial e da capacidade de representação gráfica. Noções de desenho geométrico, mecânico e arquitetônico. Importância do uso do computador para desenho e projeto (CADD) no processo produtivo."
EPR0003,TOMADA DE DECISÃO COM ENFOQUE EM ANÁLISE MULTICRITÉRIO - 60h,
EPR0005,GESTÃO DE RISCOS - 60h,"Política Econômica: Impacto das políticas fiscais, monetárias e cambiais na Economia e nas empresas. A LRF e LDO. Certeza, Risco e Incerteza. O Risco das decisões governamentais e seu impacto nas instituições públicas e privadas. Revisão de Estatística como ferramenta na Gestão de Riscos. Definição de Risco: História do Risco e suas consequências Risco e Gestão de Riscos. Risco Financeiro: Risco e Regulação Bancária, Acordo da Basiléia Risco de Crédito, Mercado e Liquidez e Risco Operacional VaR - Value at Risk Utilização do CAPM e APT, Modelos de Regressão Linear e Análise de Eventos. Avaliação de Risco de Projetos: Análise de Sensibilidade e Opções Reais. Análises de cenários, árvores de decisão e Simulação. Gestão de Risco, Tomada de decisão sob risco. Mitigação Ferramentas: Conceitos de Análise Multivariada (Regressão, ANOVA, Componentes Principais, Fatorial e Cluster) Análise Multicritério Conceitos de Análise Envoltória de Dados - DEA."
EPR0014,CONTROLE ESTATÍSTICO DE PROCESSOS - 60h,Melhoria da qualidade no contexto da empresa moderna. Fundamentos do Controle Estatístico de Processos Distribuições de probabilidade discretas e contínuas. Estimação de parâmetros e testes de hipóteses. Gráficos de controle para variáveis e para atributos. Avaliação de Sistemas de Medição. Análise da Capacidade dos Processos. Análises Multivariadas aplicadas em Qualidade.
EPR0016,CUSTOS EM SISTEMAS DE PRODUÇÃO - 60h,
EPR0017,DINÂMICA DE SISTEMAS EM ORGANIZAÇÕES - 60h,
EPR0018,GESTÃO DE RISCOS EM ORGANIZAÇÃO - 60h,
EPR0019,MERCADOLOGIA ESTRATÉGICA - 60h,
EPR0020,PESQUISA OPERACIONAL EM ENGENHARIA 2 - 60h,
EPR0021,SEMINÁRIO EM ENGENHARIA DE PRODUÇÃO - 60h,
EPR0022,SISTEMAS DE SUPORTE À DECISÃO - 60h,
EPR0023,TÓPICOS ESPECIAIS EM GESTÃO DA PRODUÇÃO - 60h,Evolução de modelos e sistemas de produção. Estratégia de produção. Gestão de processos. Produção enxuta. Ferramentas da produção enxuta. Coleta Programada de Peças. Mapa de Fluxo de Valor. Troca Rápida de Ferramentas. Integração Vertical e Keiretsu. Seis Sigma e implantação da manufatura enxuta
EPR0024,TÓPICOS ESPECIAIS EM GESTÃO DA INOVAÇÃO - 60h,
EPR0025,TÓPICOS ESPECIAIS EM ENGENHARIA DO TRABALHO E ERGONOMIA - 60h,
EPR0026,TÓPICOS ESPECIAIS EM ENGENHARIA DO PRODUTO - 60h,
EPR0027,TÓPICOS ESPECIAIS EM PESQUISA OPERACIONAL - 60h,
EPR0028,TÓPICOS ESPECIAIS EM PESQUISA ORGANIZACIONAL - 60h,
EPR0029,TÓPICOS ESPECIAIS EM LOGÍSTICA - 60h,
EPR0032,TÓPICOS ESPECIAIS EM GESTÃO SUSTENTÁVEL - 30h,
EPR0034,SISTEMAS COLABORATIVOS - 30h,
EPR0035,INOVAÇÃO EM SISTEMAS DE PRODUÇÃO - 60h,
EPR0036,FINANÇAS COMPORTAMENTAIS E PESSOAIS - 30h,
EPR0037,SISTEMA DE PRODUÇÃO ENXUTA - 60h,
EPR0038,GERENCIAMENTO DE PROJETOS COMPLEXOS - 30h,
EPR0039,PLANEJAMENTO E CONTROLE DE SERVIÇOS - 30h,
EPR0040,ERGONOMIA EM SISTEMAS PRODUTIVOS - 30h,
EPR0041,CUSTEIO DE BENS E SERVIÇOS - 30h,"História e conceitos básicos de custos. O processo e os custos de produção. Conceitos relevantes. Classificações de Custos (Custos Fixos x Variáveis, Custos Diretos x Indiretos). Níveis de agregação dos custos. Métodos e técnicas de custeio (Método dos centros de custos, Custeio baseado em atividades, Custeio por Absorção x Custeio Variável). Custo de produtos conjuntos. Análise custo-volume-lucro. Custo e preço. Depreciação. Demonstrações financeiras. Contabilidade básica. Análise das demonstrações contábeis. Demonstração do Resultado do Exercício - DRE."
EPR0043,ENGENHARIA DE PRODUTOS FINANCEIROS - 30h,
EPR0044,DESENVOLVIMENTO DE SERVIÇOS - 30h,
EPR0047,GERENCIAMENTO DA CADEIA DE SUPRIMENTO - 60h,
EPR0048,INTRODUÇÃO A METODOLOGIA DE PESQUISA PARA ENGENHARIA DE PRODUÇÃO - 30h,
EPR0049,PROJETO DE FABRICA E LAYOUT - 30h,
EPR0050,PROJETO DE SISTEMAS DE PRODUÇÃO 8 - 30h,Trabalho em equipe com o objetivo de desenvolver soluções integradas via projetos vinculados a disciplinas obrigatórias ou optativas avançadas do Curso de Graduação de Engenharia de Produção.
EPR0051,GESTÃO DE PROJETOS AVANÇADOS - 30h,
EPR0052,SISTEMA DE PRODUÇÃO AGROALIMENTAR - 60h,
EPR0053,TÓPICOS ESPECIAIS EM SIMULAÇÃO EMPRESARIAL - 90h,
EPR0055,TÓPICOS ESPECIAIS EM ENGENHARIA DE OPERAÇÕES - 60h,
EPR0057,INTRODUÇÃO À ENGENHARIA DE PRODUÇÃO E À QUALIDADE - 60h,A função da produção. Ciclo de Vida. Dinâmica de funcionamento empresarial. Logística empresarial. Métodos de prevensão. Estoques e produção. MRP e CAM.Conceito de Qualidade Total. Normas ISO. Controle de Qualidade.
EPR0067,TÓPICOS ESPECIAIS EM ENGENHARIA ECONÔMICA - 30h,Disciplina com ementa variável com conteúdos definidos em resposta a necessidades gerais ou pontuais de aprofundamento em temas específicos de engenharia econômica.
EPR0068,ORGANIZAÇÃO INDUSTRIAL - 60h,Maturidade e valor em sistemas de produção. Estratégia de produção. Modelos de produção. Gestão da cadeia de suprimento. Custos e formação de preços. Engenharia econômica. Gestão da qualidade. Gestão de projetos. Planejamento e controle da produção.
EPR0070,TÓPICOS ESPECIAIS EM GESTÃO DA QUALIDADE - 60h,Disciplina com ementa variável com conteúdos definidos em resposta a necessidades gerais ou pontuais de aprofundamento em temas específicos de engenharia da qualidade.
EPR0074,PROJETO DE SISTEMAS DE PRODUÇÃO 3 - 30h,Trabalho em equipe com o objetivo de desenvolver soluções integradas via projetos vinculados a disciplinas obrigatórias ou optativas do Curso de Graduação de Engenharia de Produção.
EPR0075,"CONFIABILIDADE, MANUTENIBILIDADE E DISPONIBILIDADE - 60h",Curvas de Confiabilidade Taxas de falha tempo médio entre falhas tempo médio até a falha testes de confiabilidade estimativa e avaliação da confiabilidade de processos e equipamentos análise e tratamento da confiabilidade de sistemas. Disponibilidade de equipamentos. Análise e tratamento da confiabilidade de sistemas. Gestão da manutenção Elaboração de planos de manutenção custos de manutenção funções da manutenção industrial organizações típicas de manutenção industrial.
EST0027,BIOESTATÍSTICA - 60h,ESTATISTICA DESCRITIVA. NOCOES DE PROBABILIDADE. PRINCIPAIS MODELOS DISCRETOS E CONTINUOS. AJUSTAMENTO DE MODELOS PROBABILISTICOS. NOCOES DE AMOSTRAGEM E ESTIMACAO. NOCOES DE TESTES DE HIPOTESES. ANALISE DE VARIANCIA: CLASSIFICACAO SIMPLES. CORRELACAO E REGRESSAO LINEAR. NOCOES SOBRE EXPERIMENTOS E LEVANTAMENTOS.
FDD0004,INSTITUIÇÕES DE DIREITO PÚBLICO E PRIVADO - 60h,"Estudo de normas e princípios fundamentais do Direito Público e do Direito Privado, com especial enfoque dogmático-panorâmico dos diversos ramos do direito positivo brasileiro. O problema da interpretação: norma e ordenamento jurídico. Fontes do direito. O Estado e o Direito Constitucional : direitos e garantias fundamentais. Organização do Estado e dos poderes."
FGA0133,ENGENHARIA ECONÔMICA - 60h,"O ambiente econômico. Relações preço-demanda e custo-volume. Lei da oferta e da procura. Diagrama de break-even. Relações entre juros e pagamentos. Valor e depreciação. Pay back. Engenharia financeira. Elementos de custo de um projeto. Métodos de análise de projetos: taxa mínima de atratividade, valor presente líquido. Engenharia do valor, Eficiência físico-econômica e processos de Engenharia. Risco, incerteza e sensibilidade. A questão ambiental. Principais determinantes socioeconômicos e tecnológicos da demanda de energia nos setores consumidores. Desagregação da demanda de energia por usos finais. Métodos de análise do consumo de energia. Análise econômica de produção e geração de energia."
FGA0152,ERGONOMIA DO PRODUTO - 60h,"Antropometria e dimensionamento do posto de trabalho Biomecânica, aspectos da postura e movimentos do corpo, esforço físico Aspectos sensoriais e cognição, concepção de dispositivos de informação Fatores ambientais no trabalho e o espaço de trabalho Projeto com ênfase em Conforto Ergonomia e Design de produtos Package Automotivo e Normas Técnicas Living Space (adequação dos espaços de interior) Concepção de assentos Concepção de dispositivos de informação aplicados aos veículos automotores Concepção de dispositivos de comando Concepção de interior de um veículo Aspectos visuais na condução de veículos automotores Validação de projeto de interior ? CAD 3D e mock up experimental."
FGA0154,MECANICA DOS SÓLIDOS 1 PARA ENGENHARIA - 60h,Equilíbrio dos corpos rígidos Análise estrutural Tensões e deformações Deformação por esforço axial Geometria das massas.
FGA0155,INTRODUÇÃO AO DESIGN E CONCEPÇÃO DE VEÍCULOS - 60h,"1-Introdução ao Curso 2-Técnicas de desenho e ilustração- Sketches manuais e digitais 3-História do Design Automotivo-Evolução Tecnológica, Economia e Sociedade 3- Ergonomia do Produto-Introdução à Ergonomia/Projeto de ""Hard Points"" e função dos sistemas/Conforto e Segurança 4- Design de Interiores-Relação com o usuário final/Materiais (Color &Trim)/Tendências de Mercado5- Mock-Up Eletrônico-Modelagem de um produto/Integração de sistemas/Apresentação final de produto 6-Laboratório da Forma."
FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR - 90h,"Desenvolvimento de produto QFD 2- Introdução ao CAD 3- Normatização em desenho técnico 4- Modelagem básica - edição, alteração, configuração, montagem e manipulação de bibliotecas 5- Projeções ortogonais 6- Vistas em corte e auxiliares 7- Desenho perspectiva 8- Cotagem e escalas 9- Transformações, translações, rotação e reflexão 10- Integração de sistemas (CAD/CAE/CAM)."
FGA0184,GESTÃO DA PRODUÇÃO E QUALIDADE - 60h,"Aspectos introdutórios no estudo da gestão da produção e da qualidade de produtos e serviços Papel estratégico e objetivos de desempenho da produção Planejamento e controle da produção Controle e melhoria da produção Gestão, Sistemas e Normalização da Qualidade"
FGA0195,GESTÃO DA PRODUÇÃO AUTOMOTIVA - 60h,"1. O setor automotivo no Brasil e no mundo. 2. O ciclo de vida do automóvel e seus componentes: da concepção à produção e à remanufatura, reciclagem ou descarte. 3. Gestão do processo de desenvolvimento de produto. 4. Gestão de operações: foco na logística interna. 5. Gestão de operações: foco na cadeia de suprimentos. 6. Tecnologias de informação associadas ao gerenciamento do projeto e produção de veículos ao longo da cadeia automotiva."
FGA0204,DINÂMICA DOS FLUÍDOS - 75h,Hipótese de meio contínuo e cinemática dos fluidosLeis básicas do escoamento de fluidosEscoamento de fluidos viscososTeoria da camada limiteIntrodução à turbulência em fluidos.Introdução ao Escoamento Compressível.
FTD0007,INTRODUCAO A ATIVIDADE EMPRESARIAL - 60h,"Introdução à Atividade Empresarial tem como objetivo desenvolver competências básicas e emergentes na área de inovação tecnológica, do empreendedorismo e promover o autodesenvolvimento de futuros empreendedores nas 4 temáticas a seguir: Competências EmpreendedorasEmenta: O comportamento empreendedor e as competências empreendedoras: determinantes e atributos. Cultura e valores. Criatividade. Liderança e gestão. Desenvolvimento e gestão de equipes. Mudança e adaptabilidade.Plano de NegócioEmenta: Conceito, estrutura, etapas de elaboração e modelo. Processo de administração e processo empreendedor. Planejamento empresarial. Oportunidades negociais no contexto empreendedor.MarketingEmenta: Conceito e importância para o sucesso do empreendimento. Estratégia de marketing, vantagem competitiva e o composto de marketing. Plano de marketing no contexto do Plano de Negócio.Gestão FinanceiraEmenta: Fundamentos e conceitos básicos de Finanças aplicados a uma abordagem funcional das demonstrações financeiras, visando (1) à elaboração do Planejamento Financeiro do Plano de Negócios, abrangendo os ""Investimentos Iniciais"" (com definição de suas fontes - recursos próprios e financiamento - para a implantação do negócio), o ""Demonstrativo de Resultados Projetado"" e o ""Fluxo de Caixa"" e (2) à assimilação de noções de Administração do Capital de Giro e do Disponível, de apuração de Custos de Produção, de apuração e análise de Indicadores Financeiros e do enfoque Microeconômico de Oferta e Demanda."
FUP0369,GESTÃO DA CADEIA DE SUPRIMENTOS - 60h,"Conceito de Supply Chain, Linhas Teóricas de Estudo, Integração Logística nas Cadeias do agronegócio, Suprimento de Insumos à Agroindústria, Distribuição de Produtos Acabados, Depósitos, Armazéns e Centros de Distribuição no Agronegócio: dimensionamento, localização e administração, Uso da multimodalidade na distribuição de produtos da agroindústria."
GPP0033,PLANEJAMENTO GOVERNAMENTAL - 60h,"Analisar a função Planejamento no contexto da administração pública brasileira enfocando sua origem e evolução. Condicionantes de natureza politica no processo de planejamento. Exame da experiencia brasileira de Planejamento. Tipos, métodos e técnicas de Planejamento Governamental"
GPP0034,ADMINISTRAÇÃO DE SERVIÇOS NO SETOR PÚBLICO - 60h,"A atividade prestacional do Estado incluídas nas administrações direta, indireta e nas concessões e permissões de serviços públicos. Direitos e acesso ao serviço público. Organização, estruturas e administração de serviços. Contratação de serviços públicos. Agencias Reguladoras e marcos regulatórios. Privatização, qualidade e accountability na prestação de serviços públicos. Internet na prestação de serviços públicos. Cidadania, inclusão e prestação de serviços públicos. Estudo de casos nos âmbitos federal, distrital/estadual e municipal."
GPP0037,FUNDAMENTOS DA ADMINISTRAÇÃO PÚBLICA - 60h,Principais abordagens teóricas acerca da Administração Pública. Reforma do Estado e modernização do setor público. Evolução histórica da Administração Pública no país. Planejamento na administração Pública. Ética. Tendências contemporâneas no Brasil e no mundo.
ICB0250,DESENVOLVIMENTO EMBRIONÁRIO E EVOLUÇÃO EM ANIMAIS E VEGETAIS 1 - 75h,
ICB0251,DESENVOLVIMENTO EMBRIONÁRIO E EVOLUÇÃO EM ANIMAIS E VEGETAIS 2 - 75h,
IFD0072,ELETRICIDADE MAGNETISMO - 120h,"01) A LEI DE COULOMB 02) O CAMPO ELETRICO - ELI DE GAUSS 03) POTENCIAL, CAPACITANCIA, PROP. DOS DIELETRICOS. 04) CORRENTE, RESISTENCIA E FEM. 05) CIRCUITOS E INSTRUMENTOS DE CC. 06) O CAMPO MAGNETICO 07) FORCAS MAGNETICAS SOBRE CONDUTORES DE CORRENTES 08) CAMPO MAGNETICO DE UMA CORRENTE 09) FEM. INDUZIDA 10) CORRENTES ALTERNADAS"
IFD0098,FISICA QUANTICA - 90h,ESTUDO DOS PROBLEMAS QUE LEVARAM AO ABANDONO DA FISICA CLASSICA E A INTRODUCAO DOS PRINCIPIOS DA QUANTIZACAO. CONCEPCAO ATOMICA DA MATERIA TEORIA CINETICA DOS GASES. MODELOS ATOMICOS. INTRODUCAO A MECANICA QUANTICA.
IFD0115,ESTADO SOLIDO - 90h,ESTRUTURA CRISTALINA. DIFRACAO EM CRISTAIS. REDE RECIPROCA CALOR ESPECIFICO. FONONS. GAS DE FERMI. BANDAS DE ENERGIA. PROPRIEDADES TERMICAS DE ISOLANTES E CONDUTORES. CRISTAIS SEMI-CONDUTORES.
IFD0181,FISICA 3 EXPERIMENTAL - 60h,"FUNDAMENTOS TEÓRICOS USO DE MEDIDORES ELÉTRICOS E FONTES RESISTÊNCIA ELÉTRICA OHMICA E NÃO OHMICA FONTE DE TENSÃO FEM E RESISTÊNCIA INTERNA PONTE DE WHEATSTONE MEDIDAS DE RESISTÊNCIAS, SUPERFÍCIES EQUIPOTENCIAIS E LINHAS DE CAMPO DEFLEXÃO ELETROMAGNÉTICA DE ELÉTRONS CAPACITORES SOB CORRENTES CC FORÇA MAGNÉTICA SOBRE SEGMENTOS RETILÍNEOS DE CORRENTES AS BOBUNAS DE HELMHOLTZ E A RAZÃO e/m PARA O ELÉTRON CIRCUITOS COM CORRENTES ALTERNADAS RESSONÂNCIA NO CIRCUITO RLC SÉRIE TRANSFORMADORES E CIRCUITOS RETIFICADORES."
IFD0183,FISICA 4 - 60h,NATUREZA E PROPAGACAO DA LUZ. ESPECTRO ELETROMAGNETICO. REFLEXAO. REFRACAO. INTERFERENCIA. DIFRACAO. REDES DE DIFRACAO E ESPECTROS. POLARIZACAO. INTRODUCAO A FISICA QUANTICA. ONDAS E PARTICULAS.
IFD0185,FISICA 4 EXPERIMENTAL - 60h,
IFD0210,FISICA GERAL 1 - 90h,
IFD0217,FISICA GERAL 2 - 90h,EQUILÍBRIO E ELASTICIDADE.OSCILAÇÕES E RESSONÂNCIA.GRACITAÇÃO. ME-CÂNICA DE FLUIDOS. MOVIMENTO ONDULATÓRIO. TERMODINÂMICA: CALOR ETEMPERATURA LEIS DA TERMODINÂMICA TEORIA CINÉTICA DOS GASES.
IFD0299,FISICA 1 PARA QUIMICA - 60h,
IFD0302,FISICA 1 EXPERIMENTAL PARA QUIMICA - 30h,MEDIDAS E ERROS. ANALISE GRAFICA. MOVIMENTO NO PLANO INCLINADO. PRIN-CIPIO DE ARQUIMEDES. VISCOSIMETRO. CUBA DE ONDAS.
IGD0021,GEOLOGIA GERAL - 90h,"Origem e evolução do Universo. Estrutura e composição da Terra. Tectônica
de placas. Ciclo das rochas. Minerais. Rochas ígneas. Processos e ambientes
sedimentares. Rochas sedimentares. Rochas metamórficas. Geologia estrutural.
Noções de estratigrafia e escala do tempo geológico. Noções de cartografia. A
evolução das paisagens. Ciclo da água. Recursos minerais e energéticos.
Geodiversidade."
IGD0043,TOPOGRAFIA FOTOGRAMETRIA - 90h,
IGD0173,GEOLOGIA BÁSICA - 60h,Módulos 1: Estrutura interna da Terra 2: Tectônica de placas 3: Minerais 4: Introdução a petrologia 5: Rochas ígneas 6: Vulcanismo 7: Intemperismo e erosão 8: Sedimentos e rochas sedimentares 9: Rochas metamórficas 10: Tempo geológico 11: Deformações em rochas 12: Dispersão de massa 13: Água subterrânea 14: Ação geológica em rios 15: Ação eólica 16: Ação geológica do gelo 17: Ambientes marinhos 18: Iteração da tectônica e do clima no relevo 19: Terremotos 20: Evolução geológica dos continentes 21: Explorando o interior da Terra 22: Energia e recursos minerais 23: Meio ambiente e mudanças globais.
IGD0183,TOPOGRAFIA - 60h,"Conceitos sobre Topografia. Aplicação da Norma da ABNT,NBR 13.133/94 (Execução de levantamento topográfico). Noções básicas de Cartografia. Planimetria. Utilização e manuseio de instrumentos topográficos. Unidades topográficas. Ângulos topográficos. Orientação magnética e verdadeira. Declinação magnética. Teoria e prática dos métodos de levantamento topográfico. Planta topográfica. Altimetria. Métodos de nivelamento. Topologia. Desenho de perfil topográfico e interpretação sobre curvas de nível.Noções básicas de Geodésia. Sistemas de Navegação Global por Satélites (GNSS)."
IQD0003,INTRODUÇÃO À COMPUTAÇÃO APLICADA AOS PROCESSOS QUÍMICOS - 60h,"Linguagens e ambientes de Programação - Características gerais da construção de algoritmos e estrutura de dados. Aplicação de programação em problemas envolvendo balanços materiais, de movimento e de energia. Desenvolvimento de programas computacionais para resolução problemas em diferentes graus de complexibilidade. Fundamentos de programação e uso de software computacional."
IQD0005,TRANSFERÊNCIA DE QUANTIDADE DE MOVIMENTO - 60h,Introdução e definição de conceitos fundamentais Estática dos FluidosEquações de balanço na forma integral e diferencial Escoamento defluido ideal incompressível Análise dimensional e semelhançaEscoamento de fluidos em dutos Fluidos Não-Newtonianos Teoriada Camada Limite Escoamento Turbulento Escoamento de fluidoscompressíveis
IQD0009,OPERAÇÕES UNITÁRIAS DA ENGENHARIA QUÍMICA 1 - 60h,"Transporte de fluidos por bombas, compressores e ventiladores. Propriedades de partículas sólidas. Redução de tamanho de sólidos e classificação. Transporte de sólidos. Sistemas sólido-fluido: caracterização e dinâmica de partículas.. Agitação e mistura. Escoamento em meio porosos. Filtração. Tecnologia de membranas. Sedimentação e Centrifugação."
IQD0010,TRANSFERÊNCIA DE MASSA - 60h,Transferência de massa por difusão. Transferência de massa por convecção. Equações de transferência de massa. Difusão em estado estacionário com e sem reação química. Difusão em regime transiente. Convecção Mássica. Correlações para o cálculo dos coeficientes de transferência de massa.
IQD0011,OPERAÇÕES UNITÁRIAS DA ENGENHARIA QUÍMICA 2 - 60h,"A disciplina Operacoes Unitarias II engloba as operacoes basicas ondeintervem processos de transferencia de calor, entre as que destacam aevaporacao, cristalizacao, secagem de solidos e umidificacao. Levandoem consideracao estas premissas, os objetivos basicos da disciplinaserao:- Conhecer os equipamentos basicos usados para a transmissao decalor (trocadores de calor e fornos), junto com os fundamentos queregem seu desenho.- Conhecer e compreender os fundamentos basicos e as equacoes dedesenho das operacoes basicas baseadas na transferencia de calore de materia simultaneas.- Aplicar a metodologia de calculo necessaria para o desenho dosequipamentos usados em tais operacoes."
IQD0012,OPERAÇÕES UNITÁRIAS DA ENGENHARIA QUÍMICA 3 - 60h,"1. Elementos relacionados com a representação e interpretação de diagramas de fases2. Métodos de separação física em sistemas multicomponente: destilação e extração3. Conceitos de prato teórico, prato real e estágio de equilíbrio4. Principais métodos gráficos de representação de operações multiestágios5. Operações multiestágios contínuas e descontínuas: destilação e extração6. Operações multiestágios concorrentes e em contracorrente."
IQD0014,LABORATÓRIO DE ENGENHARIA QUÍMICA 1 - 30h,"Desenvolver experimentos relacionados às operações unitárias de cominuição e granulometria, leito fluidizado, elutriação, filtração, classificação por ciclones, e de bombeamento de líquidos com bombas centrífugas."
IQD0015,PROJETO DE ENGENHARIA QUÍMICA 1 - 30h,"Discussão de aspectos fundamentais ao projeto de processos daindústria química com ênfase na implantação, planejamento,simbologia, layout e tipos de fluxogramas comuns às plantasindustriais. Metodologias empregadas para a avaliação,planejamento e implementação de projetos.Estudo econômico de processos químicos e identificação dasprincipais variáveis, parâmetros e equações de projeto visandocom foco na otimização do processo. Balanços de massa e energiadas correntes de processo e integração energética.Seleção e especificação de equipamentos industriais e uso desimuladores para avaliação do projeto de processos.Definição de um processo químico específico (estudo de caso) eestudo preliminar do processo com ênfase na elaboração, análisedo processo."
IQD0032,CINÉTICA QUÍMICA - 30h,"1. Fundamentar os conceitos de extensão de reação, taxa de conversão, ordem de reação 2. Deduzir as leis e constantes de velocidade (taxa) de reação 3. Estudar os métodos para determinação das equações de velocidade 4. Estudar o efeito da temperatura sobre as taxas de reação 5. Estudar mecanismos de reações particulares (reações enzimáticas, polimerização, catálise) 6. Estudar as teorias de cinética de reações (Energia de ativação. Teoria das colisões e do complexo ativado. Teoria do estado de transição. Entropia e energia livre de ativação)."
IQD0046,TERMODINÂMICA APLICADA - 30h,"Modelagem Termodinâmicas de Sistemas Multicomponentes Não Ideais. Fugacidade. Equações de estado do virial e empíricas (Van der Waals, Redlich-Kwong, Soave Redlich-Kwong, Peng Robinson). Regra de Mistura. Equilíbrio de Fases de Sistemas multicomponentes: Equilíbrio Líquido-Vapor (abordagem gama-phi e phi-phi). Equilíbrio Líquido-Líquido."
IQD0048,ENGENHARIA DE REATORES QUÍMICOS - 60h,"Elementos de cinética química. Ordem de reação e molecularidade. Estequiometria e taxa de reação. Constante cinética. Efeitos de pressão, temperatura e concentração para a taxa de reação. Balanço material e balanço global e específico. Balanço de energia. Cinética de reações não-elementares: reações enzimáticas, biorreatores, polimerização. Reatores ideais: tanque agitado contínuo, tanque agitado descontínuo, reator de fluxo empistonado: conceito e exemplos. Conceitos de tempo espacial, tempo de residência e velocidade espacial. Arranjos de reatores em série e em paralelo. Reciclo. Otimização de arranjos de reatores. Métodos de determinação da taxa de reação: método diferencial, método integral, método da taxa inicial, método de excesso. Balanço energético."
IQD0058,FUNDAMENTOS DE QUÍMICA - 90h,Abordagem conceitual dos princípios fundamentais da Química e suas aplicações. Interface da Química com outras áreas do conhecimento.
IQD0061,LABORATÓRIO DE QUÍMICA FUNDAMENTAL - 60h,Introdução ao trabalho em laboratório de química. Noções de segurança. O método científico e elaboração de relatórios científicos. Observação e interpretação de fenômenos químicos através da realização de experimentos simples. Aplicação de conceitos fundamentais de química em experimentos representativos. Execução de experimentos que correlacionem o aspecto conceitual à vida cotidiana de uma maneira estimulante.
IQD0101,TERMODINÂMICA QUÍMICA - 60h,"Estudo do comportamento P,V,T da matéria nos estados gás, líquido e sólido. Calor e trabalho. Primeira lei da termodinâmica. Entalpia e energética das reações químicas. Máquinas térmicas e o surgimento da segunda lei. Entropia. A terceira lei. Espontaneidade e energia livre."
